City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
365,puttalam,8.0362,79.8283,297.8,90,99,4.37,LK,1733436160
366,long beach,33.767,-118.1892,287.29,78,20,5.14,US,1733436161
367,mafra,-26.1114,-49.8053,293.77,85,91,1.61,BR,1733436163
368,hilo,19.7297,-155.09,299.23,79,0,3.58,US,1733436164
369,bunia,1.5667,30.25,289.75,69,51,1.28,CD,1733436165
370,mucuri,-18.0864,-39.5508,298.09,78,4,5.21,BR,1733436166
371,kingscliff,-28.2667,153.5667,299.04,73,75,1.54,AU,1733436168
372,maria aurora,15.7967,121.4737,295.26,97,96,0.75,PH,1733436169
373,jiangyou,31.7667,104.7167,280.2,81,46,0.53,CN,1733436170
374,thurso,58.5927,-3.5259,278.29,78,100,10.43,GB,1733436172
375,kasulu,-4.5767,30.1025,289.82,96,100,1.86,TZ,1733436173
376,souillac,-20.5167,57.5167,296.36,78,40,2.06,MU,1733436174
377,port augusta,-32.5,137.7667,298.01,59,100,3.82,AU,1733436175
378,ko pha ngan,9.7578,100.0291,297.5,74,100,0.82,TH,1733436177
379,flying fish cove,-10.4217,105.6791,298.97,88,100,4.12,CX,1733436178
380,saint-pierre,-21.3393,55.4781,295.97,53,0,2.06,RE,1733436179
381,rovaniemi,66.5,25.7167,264.82,92,100,5.14,FI,1733436181
382,salinopolis,-0.6136,-47.3561,299.7,82,82,5.34,BR,1733436182
383,marsh harbour,26.5412,-77.0636,294.21,63,100,4.41,BS,1733436183
384,tezpur,26.6333,92.8,287.2,85,6,2.09,IN,1733436184
385,mahina,-17.5065,-149.489,304.02,66,20,7.2,PF,1733436186
386,taoudenni,22.6783,-3.9836,293.37,28,100,6.21,ML,1733436187
387,svetlyy,54.675,20.1347,276.43,79,92,6.26,RU,1733436188
388,saldanha,-33.0117,17.9442,291.18,82,100,2.94,ZA,1733436189
389,juba,4.8517,31.5825,299.19,32,8,0.64,SS,1733436191
390,lyubim,58.3625,40.6843,263.34,98,87,1.56,RU,1733436192
391,shuangcheng,45.35,126.2833,261.16,94,99,3.58,CN,1733436195
392,shimoda,34.6667,138.95,283.16,62,0,12.62,JP,1733436196
393,cadillac,44.2519,-85.4012,268.1,86,75,4.63,US,1733436197
394,remire-montjoly,4.9167,-52.2667,300.17,78,100,4.12,GF,1733436198
395,laguna,38.421,-121.4238,289.8,59,0,4.63,US,1733436200
396,jining,35.405,116.5814,276.46,65,26,1.52,CN,1733436201
397,konarka,19.9,86.1167,296.68,69,3,1.97,IN,1733436202
398,uturoa,-16.7333,-151.4333,300.45,76,99,7.39,PF,1733436203
399,izberbash,42.5696,47.8645,280.76,77,37,1.61,RU,1733436205
400,juneau,58.3019,-134.4197,279.49,100,100,2.33,US,1733436172
401,kerikeri,-35.2268,173.9474,298.1,57,0,3.13,NZ,1733436207
402,inhambane,-23.865,35.3833,297.87,90,1,5.04,MZ,1733436208
403,tazacorte,28.629,-17.9293,292.69,77,40,4.12,ES,1733436210
404,chudniv,50.052,28.1175,270.0,88,96,2.54,UA,1733436211
405,tura,25.5198,90.2201,287.66,75,0,1.13,IN,1733436212
406,bandarbeyla,9.4942,50.8122,298.4,74,25,8.94,SO,1733436213
407,caleta de carquin,-11.0925,-77.6267,294.26,80,50,4.55,PE,1733436215
408,bridgetown,13.1,-59.6167,301.42,69,20,7.72,BB,1733436216
409,namibe,-15.1961,12.1522,296.19,85,83,3.16,AO,1733436217
410,kindu,-2.95,25.95,294.08,99,100,0.81,CD,1733436219
411,road town,18.4167,-64.6167,301.17,69,20,5.66,VG,1733436220
412,severo-yeniseyskiy,60.3725,93.0408,263.19,91,99,3.96,RU,1733436221
413,puerto gaitan,4.3133,-72.0816,302.16,62,93,4.53,CO,1733436222
414,nabire,-3.3667,135.4833,298.31,90,100,1.1,ID,1733436224
415,mujiayingzi,42.1167,118.7833,264.1,55,14,2.78,CN,1733436225
416,tokar,18.4254,37.729,298.98,77,97,5.93,SD,1733436226
417,nybro,56.7446,15.9071,274.6,86,99,3.96,SE,1733436228
418,gizo,-8.103,156.8419,299.41,90,100,6.4,SB,1733436229
419,new albany,38.2856,-85.8241,268.3,47,0,3.6,US,1733436230
420,essaouira,31.5125,-9.77,290.87,48,81,3.09,MA,1733436231
421,vernon,50.2581,-119.2691,273.89,68,14,1.54,CA,1733436233
422,adoni,15.6333,77.2833,295.12,86,35,2.79,IN,1733436234
423,sisimiut,66.9395,-53.6735,260.2,83,69,4.71,GL,1733436235
424,dzhangala,49.2167,50.3333,268.69,89,20,2.92,KZ,1733436236
425,margate,51.3813,1.3862,283.54,75,99,2.24,GB,1733436238
426,ta`u,-14.2336,-169.5144,300.9,79,34,5.39,AS,1733436239
427,viqueque,-8.8673,126.3658,298.5,91,100,1.67,TL,1733436240
428,tabuk,17.4189,121.4443,296.17,96,100,0.71,PH,1733436242
429,inhuma,-6.6683,-41.7078,293.87,91,89,3.72,BR,1733436243
430,laredo,27.5064,-99.5075,292.29,68,100,4.63,US,1733436238
431,nicoya,10.1483,-85.452,300.37,80,59,2.46,CR,1733436206
432,dabeiba,7.0017,-76.2672,299.53,78,91,1.34,CO,1733436247
433,marsa alam,25.0757,34.8918,291.66,60,29,2.66,EG,1733436248
434,taos,36.4072,-105.5731,282.84,30,20,2.06,US,1733436249
435,saint-philippe,-21.3585,55.7679,296.55,77,32,5.13,RE,1733436251
436,antofagasta,-23.65,-70.4,290.75,82,98,5.02,CL,1733436001
437,sinabang,2.4803,96.3801,298.28,87,86,2.69,ID,1733436253
438,khandyga,62.6667,135.6,247.47,99,100,0.91,RU,1733436254
439,turpan,42.9333,89.1667,271.97,78,0,0.51,CN,1733436256
440,callao,-12.0667,-77.15,294.31,73,0,6.69,PE,1733436257
441,barinas,8.6226,-70.2075,302.78,53,96,2.94,VE,1733436258
442,buritis,-15.6178,-46.4233,298.55,71,67,2.0,BR,1733436260
443,orsa,54.5153,30.4053,270.3,94,100,4.06,BY,1733436261
444,demre,36.2537,29.9777,285.73,79,99,2.88,TR,1733436262
445,mount pearl,47.5166,-52.7813,273.56,78,75,4.12,CA,1733436264
446,majene,-3.5403,118.9707,298.55,85,100,6.0,ID,1733436265
447,dorado,18.4588,-66.2677,299.51,77,40,4.63,PR,1733436266
448,gallipoli,40.4103,26.6708,283.67,84,94,6.53,TR,1733436269
449,misratah,32.3754,15.0925,289.34,70,100,8.85,LY,1733436270
450,cidreira,-30.1811,-50.2056,294.62,87,0,6.26,BR,1733436271
451,hassi messaoud,31.6804,6.0729,286.07,47,1,4.12,DZ,1733436273
452,levokumskoye,44.8219,44.6606,277.13,87,100,4.8,RU,1733436274
453,blackwater,-23.5833,148.8833,299.09,100,5,5.04,AU,1733436275
454,choibalsan,48.0667,114.5,257.68,75,55,3.44,MN,1733436277
455,mutuali,-14.8706,37.0044,294.55,94,100,0.85,MZ,1733436278
456,rancho palos verdes,33.7445,-118.387,286.84,79,40,5.14,US,1733436279
457,bairnsdale,-37.8333,147.6167,300.4,52,43,0.45,AU,1733436280
458,iranshahr,27.2025,60.6848,286.34,30,0,2.06,IR,1733436282
459,cooma,-36.2333,149.1333,297.85,56,49,1.73,AU,1733436283
460,okha,53.5739,142.9478,250.27,100,96,2.09,RU,1733436284
461,fenyi,27.8112,114.6681,283.6,89,100,0.94,CN,1733436285
462,kirando,-7.4167,30.6,295.26,86,95,2.89,TZ,1733436287
463,broome,42.2506,-75.833,270.75,65,100,7.72,US,1733436289
464,sao gabriel da cachoeira,-0.1303,-67.0892,301.68,71,98,0.86,BR,1733436291
465,sosnovka,56.255,51.2842,266.7,93,6,2.18,RU,1733436292
466,harstad,68.799,16.5293,270.16,76,80,8.05,NO,1733436293
467,manismata,-2.4667,111.0333,296.16,98,100,0.73,ID,1733436295
468,thanh hoa,19.8,105.7667,292.42,96,16,1.16,VN,1733436296
469,taitung city,22.7583,121.1444,293.15,80,0,4.57,TW,1733436173
470,sompeta,18.9333,84.6,295.71,75,11,1.73,IN,1733436298
471,rikaze,29.25,88.8833,272.07,19,0,1.33,CN,1733436300
472,beyneu,45.3167,55.2,273.12,77,6,0.89,KZ,1733436301
473,axim,4.8699,-2.2405,300.12,79,74,2.61,GH,1733436302
474,launceston,-41.45,147.1667,290.95,88,75,1.03,AU,1733436303
475,yaren,-0.5472,166.916,301.28,80,100,8.62,NR,1733436305
476,al jumum,21.6169,39.6981,295.83,67,50,2.38,SA,1733436306
477,weyburn,49.6668,-103.8511,269.27,80,77,3.6,CA,1733436307
478,north bay,46.3168,-79.4663,267.16,86,100,9.77,CA,1733436309
479,hafar al-batin,28.4328,45.9708,287.47,77,75,3.09,SA,1733436310
480,delfzijl,53.33,6.9181,279.82,96,100,4.02,NL,1733436311
481,onega,63.9061,38.1404,266.15,91,81,2.71,RU,1733436313
482,katsuren-haebaru,26.3369,127.8719,290.36,77,100,2.57,JP,1733436314
483,taro,-8.3862,115.28,293.66,100,100,1.04,ID,1733436315
484,paya,18.25,-70.3,299.17,78,40,4.16,DO,1733436316
485,port macquarie,-31.4333,152.9167,298.19,83,17,0.89,AU,1733436318
486,verkhnevilyuysk,63.4453,120.3167,252.99,95,73,2.7,RU,1733436319
487,lautoka,-17.6167,177.4667,303.07,70,75,4.63,FJ,1733436320
488,florestopolis,-22.8633,-51.3872,298.27,78,40,2.49,BR,1733436322
489,kamakhyanagar,20.9333,85.55,292.94,74,1,0.64,IN,1733436323
490,kupang,-10.1667,123.5833,300.47,100,75,0.0,ID,1733436324
491,aykhal,66.0,111.5,259.3,93,100,7.86,RU,1733436325
492,chokwe,-24.5333,32.9833,302.47,38,88,4.77,MZ,1733436327
493,cikampek,-6.4197,107.4558,297.48,91,100,0.74,ID,1733436328
494,pasni,25.2631,63.471,296.17,35,77,9.34,PK,1733436329
495,yuzhno-kurilsk,44.0306,145.8556,271.98,59,100,1.63,RU,1733436330
496,plouzane,48.3833,-4.6167,285.18,77,75,8.23,FR,1733436332
497,mili,6.0815,171.735,301.44,82,75,9.14,MH,1733436333
498,holualoa,19.6228,-155.9522,298.06,62,0,4.12,US,1733436334
499,nova sintra,14.8667,-24.7167,299.59,68,30,7.0,CV,1733436336
500,inyonga,-6.7167,32.0667,289.81,96,99,1.54,TZ,1733436337
501,perryton,36.4,-100.8027,279.93,35,43,4.98,US,1733436338
502,fale old settlement,-9.3852,-171.2468,301.63,68,2,4.4,TK,1733436339
503,ternate,0.8,127.4,300.04,82,99,3.44,ID,1733436341
504,ghat,24.9647,10.1728,286.12,56,4,7.14,LY,1733436342
505,kosan,38.8558,127.4181,269.23,40,0,3.14,KP,1733436343
506,curvelo,-18.7564,-44.4308,296.8,82,90,2.48,BR,1733436344
507,amahai,-3.3333,128.9167,299.4,81,100,1.37,ID,1733436346
508,mejit,10.2753,170.8646,300.65,84,77,11.27,MH,1733436347
509,guntakal junction,15.1667,77.3833,295.54,91,15,3.79,IN,1733436348
510,valley city,46.9233,-98.0032,262.44,85,100,4.63,US,1733436350
511,wynyard,-41.0,145.7167,292.14,73,100,2.24,AU,1733436351
512,altamira,-3.2033,-52.2064,298.2,88,75,3.09,BR,1733436352
513,pimentel,-6.8367,-79.9342,295.31,68,0,10.8,PE,1733436353
514,port saint john's,-31.6229,29.5448,294.45,87,100,3.48,ZA,1733436355
515,kayyerkan,69.3786,87.7439,253.83,99,100,0.94,RU,1733436357
516,huarmey,-10.0681,-78.1522,294.78,77,53,4.42,PE,1733436359
517,minas de matahambre,22.5887,-83.9447,296.04,61,98,3.79,CU,1733436360
518,khash,28.2211,61.2158,280.1,39,1,2.4,IR,1733436361
519,shache,38.4167,77.2406,270.85,54,0,1.19,CN,1733436362
520,kralendijk,12.15,-68.2667,302.14,61,20,7.72,BQ,1733436364
521,klaksvik,62.2266,-6.589,278.94,80,99,15.98,FO,1733436365
522,geraldton,-28.7667,114.6,292.38,72,0,5.66,AU,1733436091
523,berezovyy,51.6667,135.7,256.08,93,100,1.78,RU,1733436368
524,aripuana,-9.1667,-60.6333,298.81,87,100,0.72,BR,1733436369
525,nha trang,12.25,109.1833,299.15,87,91,3.3,VN,1733436370
526,isla vista,34.4133,-119.861,297.35,32,79,3.92,US,1733436371
527,pierre,44.3683,-100.351,269.42,46,0,4.63,US,1733436223
528,causeni,46.6442,29.4139,271.71,79,49,0.81,MD,1733436374
529,gebre guracha,9.8,38.4,282.83,43,8,2.41,ET,1733436375
530,manthani,18.65,79.6667,296.28,84,1,0.44,IN,1733436376
531,soligalich,59.0778,42.2864,263.82,97,76,1.42,RU,1733436378
532,karratha,-20.7377,116.8463,300.8,54,25,2.31,AU,1733436379
533,cozumel,20.5083,-86.9458,297.56,65,75,6.17,MX,1733436380
534,kruisfontein,-34.0033,24.7314,288.51,85,66,3.62,ZA,1733436381
535,mahibadhoo,3.7833,72.9667,301.71,62,100,3.11,MV,1733436383
536,bardai,11.65,7.2333,291.26,24,94,3.89,NG,1733436384
537,sirte,31.2089,16.5887,287.54,74,100,8.44,LY,1733436385
538,mamuju,-2.6748,118.8885,298.34,89,100,2.3,ID,1733436388
539,tarariras,-34.2833,-57.6167,297.66,46,84,2.92,UY,1733436389
540,ngaoundere,7.3167,13.5833,292.79,32,36,1.74,CM,1733436391
541,santa cruz,-17.8,-63.1667,299.18,83,40,6.17,BO,1733436328
542,golhisar,37.1459,29.5088,279.09,82,99,1.91,TR,1733436393
543,mahdia,35.5047,11.0622,288.65,54,99,14.85,TN,1733436394
544,formosa do rio preto,-11.0483,-45.1931,299.0,45,3,1.84,BR,1733436396
545,bechar,31.6167,-2.2167,285.33,47,0,1.03,DZ,1733436397
546,daru,-9.0763,143.2092,300.1,89,100,1.77,PG,1733436398
547,am timan,11.0297,20.2827,297.6,23,7,1.79,TD,1733436399
548,las cruces,32.3123,-106.7783,289.26,42,52,2.24,US,1733436203
549,cooper's town,26.8667,-77.5167,293.52,68,100,2.12,BS,1733436402
550,laojunmiao,39.8333,97.7333,263.79,51,1,2.41,CN,1733436403
551,pemangkat,1.1667,108.9667,298.77,86,100,1.38,ID,1733436405
552,kaa-khem,51.6833,94.7333,261.35,91,86,1.97,RU,1733436406
553,kununurra,-15.7667,128.7333,299.14,89,100,0.0,AU,1733436407
554,chernyshevskiy,63.0128,112.4714,259.56,93,100,4.55,RU,1733436409
555,shelby,35.2001,-89.8668,272.25,41,0,5.66,US,1733436410
556,galveston,29.3669,-94.9669,290.37,73,100,5.66,US,1733436411
557,chibougamau,49.9168,-74.3659,267.94,86,100,4.63,CA,1733436412
558,motilla del palancar,39.5709,-1.9068,280.61,76,75,4.76,ES,1733436414
559,suvorov,54.1223,36.4966,267.86,83,99,3.82,RU,1733436415
560,tsiombe,-25.3,45.4833,297.05,92,0,0.53,MG,1733436416
561,bakchar,57.0186,82.0711,263.84,95,100,3.88,RU,1733436418
562,san francisco de la paz,14.9,-86.2,294.17,91,90,2.05,HN,1733436419
563,thunder bay,48.4001,-89.3168,264.19,78,31,3.16,CA,1733436420
564,luena,-11.7833,19.9167,290.3,86,77,2.51,AO,1733436421
565,point pedro,9.8167,80.2333,299.22,83,94,2.99,LK,1733436423
566,sabang,5.8933,95.3214,299.57,82,100,2.22,ID,1733436424
567,turan,16.0678,108.2208,296.14,94,75,0.51,VN,1733436347
568,tezu,27.9167,96.1667,287.66,48,12,1.61,IN,1733436427
569,mont-tremblant,46.1949,-74.6264,271.81,96,100,4.09,CA,1733436428
570,la descubierta,18.5705,-71.7297,298.12,69,100,3.19,DO,1733436429
571,jiayuguan,39.8167,98.3,267.83,53,1,1.99,CN,1733436430
572,merritt island,28.5392,-80.672,293.14,57,0,1.54,US,1733436432
573,rasos,54.669,25.2986,271.26,93,100,4.63,LT,1733436433
574,shawinigan,46.5668,-72.7491,271.05,98,100,1.52,CA,1733436434
575,afua,-0.1567,-50.3867,296.76,95,100,2.43,BR,1733436435
576,stewartville,43.8555,-92.4885,265.53,60,0,3.09,US,1733436437
577,carnarvon,-24.8667,113.6333,294.13,71,3,10.2,AU,1733436438
578,santa ana,33.7456,-117.8678,288.84,58,0,2.57,US,1733436336
579,palikir - national government center,6.9248,158.1611,302.62,79,75,7.2,FM,1733436441
580,eirunepe,-6.6603,-69.8736,300.34,80,96,1.0,BR,1733436442
581,thulamahashi,-24.7246,31.1994,298.37,46,69,0.9,ZA,1733436443
582,lospalos,-8.5186,127.0025,295.8,96,100,2.1,TL,1733436445
583,arvayheer,46.2639,102.775,261.71,69,10,2.12,MN,1733436446
584,monterey,36.2505,-121.2516,292.54,32,28,3.66,US,1733436447
585,tshabong,-26.05,22.45,297.03,20,47,4.83,BW,1733436448
586,levuka,50.1834,-105.4011,269.29,87,61,3.29,CA,1733436450
587,aur,8.1499,171.1687,301.32,83,68,10.42,MH,1733436451
588,alakurtti,66.9672,30.3491,262.15,99,100,1.3,RU,1733436452
589,ginir,7.1333,40.7,285.66,35,14,1.7,ET,1733436454
590,muisne,0.6,-80.0333,297.87,81,96,5.02,EC,1733436455
591,evergreen,39.6333,-105.3172,279.74,31,6,0.45,US,1733436318
